window,start_sec,end_sec,prediction,label,confidence,tcd_score,overall_verdict,tampered_ratio,avg_confidence
57,15.2,15.47,0,NORMAL,99.54,731350.0,NORMAL,0.81,99.64
58,15.47,15.73,0,NORMAL,99.61,733039.0625,NORMAL,0.81,99.64
59,15.73,16.0,0,NORMAL,99.6,740110.6875,NORMAL,0.81,99.64
60,16.0,16.27,0,NORMAL,99.63,739842.8125,NORMAL,0.81,99.64
61,16.27,16.53,0,NORMAL,99.62,737619.375,NORMAL,0.81,99.64
62,16.53,16.8,0,NORMAL,99.68,733327.25,NORMAL,0.81,99.64
63,16.8,17.07,0,NORMAL,99.68,732643.3125,NORMAL,0.81,99.64
64,17.07,17.33,0,NORMAL,99.72,737865.625,NORMAL,0.81,99.64
65,17.33,17.6,0,NORMAL,99.68,729884.75,NORMAL,0.81,99.64
66,17.6,17.87,0,NORMAL,99.66,720545.125,NORMAL,0.81,99.64
67,17.87,18.13,0,NORMAL,99.69,731775.9375,NORMAL,0.81,99.64
68,18.13,18.4,0,NORMAL,99.74,752264.5625,NORMAL,0.81,99.64
69,18.4,18.67,0,NORMAL,99.76,755590.1875,NORMAL,0.81,99.64
70,18.67,18.93,0,NORMAL,99.79,737155.5,NORMAL,0.81,99.64
71,18.93,19.2,0,NORMAL,99.83,732148.625,NORMAL,0.81,99.64
72,19.2,19.47,0,NORMAL,99.83,726872.875,NORMAL,0.81,99.64
73,19.47,19.73,0,NORMAL,99.83,726139.5625,NORMAL,0.81,99.64
74,19.73,20.0,0,NORMAL,99.83,758919.0625,NORMAL,0.81,99.64
75,20.0,20.27,0,NORMAL,99.83,777927.8125,NORMAL,0.81,99.64
76,20.27,20.53,0,NORMAL,99.79,769634.375,NORMAL,0.81,99.64
77,20.53,20.8,0,NORMAL,99.77,797257.75,NORMAL,0.81,99.64
78,20.8,21.07,0,NORMAL,99.83,805714.8125,NORMAL,0.81,99.64
79,21.07,21.33,0,NORMAL,99.85,815598.5,NORMAL,0.81,99.64
80,21.33,21.6,0,NORMAL,99.79,809510.75,NORMAL,0.81,99.64
81,21.6,21.87,0,NORMAL,99.69,810938.375,NORMAL,0.81,99.64
82,21.87,22.13,0,NORMAL,99.6,881374.875,NORMAL,0.81,99.64
83,22.13,22.4,0,NORMAL,99.76,942253.0,NORMAL,0.81,99.64
84,22.4,22.67,0,NORMAL,99.88,949291.9375,NORMAL,0.81,99.64
85,22.67,22.93,0,NORMAL,99.88,948956.125,NORMAL,0.81,99.64
86,22.93,23.2,0,NORMAL,99.89,961705.25,NORMAL,0.81,99.64
87,23.2,23.47,0,NORMAL,99.87,960508.5625,NORMAL,0.81,99.64
88,23.47,23.73,0,NORMAL,99.86,945849.9375,NORMAL,0.81,99.64
89,23.73,24.0,0,NORMAL,99.81,925572.6875,NORMAL,0.81,99.64
90,24.0,24.27,0,NORMAL,99.86,930173.0625,NORMAL,0.81,99.64
91,24.27,24.53,0,NORMAL,99.87,947228.5625,NORMAL,0.81,99.64
92,24.53,24.8,0,NORMAL,99.9,954549.3125,NORMAL,0.81,99.64
93,24.8,25.07,0,NORMAL,99.89,952210.25,NORMAL,0.81,99.64
94,25.07,25.33,0,NORMAL,99.88,956076.125,NORMAL,0.81,99.64
95,25.33,25.6,0,NORMAL,99.88,954345.5625,NORMAL,0.81,99.64
96,25.6,25.87,0,NORMAL,99.87,950903.125,NORMAL,0.81,99.64
97,25.87,26.13,0,NORMAL,99.89,945595.625,NORMAL,0.81,99.64
98,26.13,26.4,0,NORMAL,99.85,930575.3125,NORMAL,0.81,99.64
99,26.4,26.67,0,NORMAL,99.85,920505.3125,NORMAL,0.81,99.64
100,26.67,26.93,0,NORMAL,99.85,925720.6875,NORMAL,0.81,99.64
101,26.93,27.2,0,NORMAL,99.85,926174.0,NORMAL,0.81,99.64
102,27.2,27.47,0,NORMAL,99.87,925826.9375,NORMAL,0.81,99.64
103,27.47,27.73,0,NORMAL,99.89,931010.75,NORMAL,0.81,99.64
104,27.73,28.0,0,NORMAL,99.91,940487.75,NORMAL,0.81,99.64
105,28.0,28.27,0,NORMAL,99.92,957357.9375,NORMAL,0.81,99.64
106,28.27,28.53,0,NORMAL,99.91,965669.25,NORMAL,0.81,99.64
107,28.53,28.8,0,NORMAL,99.9,970363.625,NORMAL,0.81,99.64
108,28.8,29.07,0,NORMAL,99.87,966640.375,NORMAL,0.81,99.64
109,29.07,29.33,0,NORMAL,99.87,964297.875,NORMAL,0.81,99.64
110,29.33,29.6,0,NORMAL,99.89,955593.875,NORMAL,0.81,99.64
111,29.6,29.87,0,NORMAL,99.92,965441.9375,NORMAL,0.81,99.64
112,29.87,30.13,0,NORMAL,99.92,985161.25,NORMAL,0.81,99.64
113,30.13,30.4,0,NORMAL,99.89,952673.75,NORMAL,0.81,99.64
114,30.4,30.67,0,NORMAL,99.89,948099.375,NORMAL,0.81,99.64
115,30.67,30.93,0,NORMAL,99.83,924875.1875,NORMAL,0.81,99.64
116,30.93,31.2,0,NORMAL,99.79,883147.0625,NORMAL,0.81,99.64
117,31.2,31.47,0,NORMAL,99.65,814522.0625,NORMAL,0.81,99.64
118,31.47,31.73,0,NORMAL,99.6,807355.4375,NORMAL,0.81,99.64
119,31.73,32.0,0,NORMAL,99.69,827896.6875,NORMAL,0.81,99.64
120,32.0,32.27,0,NORMAL,99.81,846796.6875,NORMAL,0.81,99.64
121,32.27,32.53,0,NORMAL,99.84,814940.5625,NORMAL,0.81,99.64
122,32.53,32.8,0,NORMAL,99.84,829507.3125,NORMAL,0.81,99.64
