window,start_sec,end_sec,prediction,label,confidence,tcd_score,overall_verdict,tampered_ratio,avg_confidence
67,17.87,18.13,1,TAMPERED,96.46,731775.9375,TAMPERED,100.0,95.56
68,18.13,18.4,1,TAMPERED,95.53,752264.5625,TAMPERED,100.0,95.56
69,18.4,18.67,1,TAMPERED,95.4,755590.1875,TAMPERED,100.0,95.56
70,18.67,18.93,1,TAMPERED,95.9,737155.5,TAMPERED,100.0,95.56
71,18.93,19.2,1,TAMPERED,96.15,732148.625,TAMPERED,100.0,95.56
72,19.2,19.47,1,TAMPERED,95.66,726872.875,TAMPERED,100.0,95.56
73,19.47,19.73,1,TAMPERED,93.74,726139.5625,TAMPERED,100.0,95.56
74,19.73,20.0,1,TAMPERED,90.75,758919.0625,TAMPERED,100.0,95.56
75,20.0,20.27,1,TAMPERED,89.38,777927.8125,TAMPERED,100.0,95.56
76,20.27,20.53,1,TAMPERED,90.53,769634.375,TAMPERED,100.0,95.56
77,20.53,20.8,1,TAMPERED,92.69,797257.75,TAMPERED,100.0,95.56
78,20.8,21.07,1,TAMPERED,94.52,805714.8125,TAMPERED,100.0,95.56
79,21.07,21.33,1,TAMPERED,95.72,815598.5,TAMPERED,100.0,95.56
80,21.33,21.6,1,TAMPERED,95.77,809510.75,TAMPERED,100.0,95.56
81,21.6,21.87,1,TAMPERED,96.1,810938.375,TAMPERED,100.0,95.56
82,21.87,22.13,1,TAMPERED,95.74,881374.875,TAMPERED,100.0,95.56
83,22.13,22.4,1,TAMPERED,95.09,942253.0,TAMPERED,100.0,95.56
84,22.4,22.67,1,TAMPERED,94.72,949291.9375,TAMPERED,100.0,95.56
85,22.67,22.93,1,TAMPERED,94.83,948956.125,TAMPERED,100.0,95.56
86,22.93,23.2,1,TAMPERED,94.7,961705.25,TAMPERED,100.0,95.56
87,23.2,23.47,1,TAMPERED,94.89,960508.5625,TAMPERED,100.0,95.56
88,23.47,23.73,1,TAMPERED,95.14,945849.9375,TAMPERED,100.0,95.56
89,23.73,24.0,1,TAMPERED,95.61,925572.6875,TAMPERED,100.0,95.56
90,24.0,24.27,1,TAMPERED,95.61,930173.0625,TAMPERED,100.0,95.56
91,24.27,24.53,1,TAMPERED,95.37,947228.5625,TAMPERED,100.0,95.56
92,24.53,24.8,1,TAMPERED,95.12,954549.3125,TAMPERED,100.0,95.56
93,24.8,25.07,1,TAMPERED,95.26,952210.25,TAMPERED,100.0,95.56
94,25.07,25.33,1,TAMPERED,95.44,956076.125,TAMPERED,100.0,95.56
95,25.33,25.6,1,TAMPERED,95.53,954345.5625,TAMPERED,100.0,95.56
96,25.6,25.87,1,TAMPERED,95.42,950903.125,TAMPERED,100.0,95.56
97,25.87,26.13,1,TAMPERED,95.41,945595.625,TAMPERED,100.0,95.56
98,26.13,26.4,1,TAMPERED,95.75,930575.3125,TAMPERED,100.0,95.56
99,26.4,26.67,1,TAMPERED,95.91,920505.3125,TAMPERED,100.0,95.56
100,26.67,26.93,1,TAMPERED,95.86,925720.6875,TAMPERED,100.0,95.56
101,26.93,27.2,1,TAMPERED,95.82,926174.0,TAMPERED,100.0,95.56
102,27.2,27.47,1,TAMPERED,95.66,925826.9375,TAMPERED,100.0,95.56
103,27.47,27.73,1,TAMPERED,95.42,931010.75,TAMPERED,100.0,95.56
104,27.73,28.0,1,TAMPERED,95.25,940487.75,TAMPERED,100.0,95.56
105,28.0,28.27,1,TAMPERED,95.02,957357.9375,TAMPERED,100.0,95.56
106,28.27,28.53,1,TAMPERED,94.62,965669.25,TAMPERED,100.0,95.56
107,28.53,28.8,1,TAMPERED,94.44,970363.625,TAMPERED,100.0,95.56
108,28.8,29.07,1,TAMPERED,94.55,966640.375,TAMPERED,100.0,95.56
109,29.07,29.33,1,TAMPERED,95.09,964297.875,TAMPERED,100.0,95.56
110,29.33,29.6,1,TAMPERED,95.14,955593.875,TAMPERED,100.0,95.56
111,29.6,29.87,1,TAMPERED,95.06,965441.9375,TAMPERED,100.0,95.56
112,29.87,30.13,1,TAMPERED,95.11,985161.25,TAMPERED,100.0,95.56
113,30.13,30.4,1,TAMPERED,95.39,952673.75,TAMPERED,100.0,95.56
114,30.4,30.67,1,TAMPERED,95.49,948099.375,TAMPERED,100.0,95.56
115,30.67,30.93,1,TAMPERED,95.67,924875.1875,TAMPERED,100.0,95.56
116,30.93,31.2,1,TAMPERED,96.15,883147.0625,TAMPERED,100.0,95.56
117,31.2,31.47,1,TAMPERED,96.65,814522.0625,TAMPERED,100.0,95.56
118,31.47,31.73,1,TAMPERED,95.94,807355.4375,TAMPERED,100.0,95.56
119,31.73,32.0,1,TAMPERED,95.81,827896.6875,TAMPERED,100.0,95.56
120,32.0,32.27,1,TAMPERED,95.59,846796.6875,TAMPERED,100.0,95.56
121,32.27,32.53,1,TAMPERED,94.22,814940.5625,TAMPERED,100.0,95.56
122,32.53,32.8,1,TAMPERED,94.31,829507.3125,TAMPERED,100.0,95.56
