window,start_sec,end_sec,prediction,label,confidence,tcd_score,overall_verdict,tampered_ratio,avg_confidence
50,13.33,13.6,0,NORMAL,99.78,230233.3125,NORMAL,0.0,99.47
51,13.6,13.87,0,NORMAL,99.34,172635.421875,NORMAL,0.0,99.47
52,13.87,14.13,0,NORMAL,99.34,167670.953125,NORMAL,0.0,99.47
53,14.13,14.4,0,NORMAL,99.34,746662.875,NORMAL,0.0,99.47
54,14.4,14.67,0,NORMAL,99.79,268762.0625,NORMAL,0.0,99.47
55,14.67,14.93,0,NORMAL,99.34,227742.453125,NORMAL,0.0,99.47
56,14.93,15.2,0,NORMAL,99.32,418678.03125,NORMAL,0.0,99.47
57,15.2,15.47,0,NORMAL,99.5,254980.609375,NORMAL,0.0,99.47
58,15.47,15.73,0,NORMAL,99.34,379988.34375,NORMAL,0.0,99.47
59,15.73,16.0,0,NORMAL,99.8,631045.25,NORMAL,0.0,99.47
60,16.0,16.27,0,NORMAL,99.56,1406323.625,NORMAL,0.0,99.47
61,16.27,16.53,0,NORMAL,99.77,1614462.125,NORMAL,0.0,99.47
62,16.53,16.8,0,NORMAL,99.74,1586091.25,NORMAL,0.0,99.47
63,16.8,17.07,0,NORMAL,99.68,1557157.75,NORMAL,0.0,99.47
64,17.07,17.33,0,NORMAL,99.67,1563026.875,NORMAL,0.0,99.47
65,17.33,17.6,0,NORMAL,99.69,1606772.5,NORMAL,0.0,99.47
66,17.6,17.87,0,NORMAL,99.64,1585511.25,NORMAL,0.0,99.47
67,17.87,18.13,0,NORMAL,99.64,1583092.0,NORMAL,0.0,99.47
68,18.13,18.4,0,NORMAL,99.62,1587094.5,NORMAL,0.0,99.47
69,18.4,18.67,0,NORMAL,99.56,1552018.625,NORMAL,0.0,99.47
70,18.67,18.93,0,NORMAL,99.52,1526405.25,NORMAL,0.0,99.47
71,18.93,19.2,0,NORMAL,99.54,1518396.75,NORMAL,0.0,99.47
72,19.2,19.47,0,NORMAL,99.6,1552500.875,NORMAL,0.0,99.47
73,19.47,19.73,0,NORMAL,99.68,1606142.75,NORMAL,0.0,99.47
74,19.73,20.0,0,NORMAL,99.71,1597015.5,NORMAL,0.0,99.47
75,20.0,20.27,0,NORMAL,99.71,1581701.75,NORMAL,0.0,99.47
76,20.27,20.53,0,NORMAL,99.69,1555307.75,NORMAL,0.0,99.47
77,20.53,20.8,0,NORMAL,99.66,1551399.875,NORMAL,0.0,99.47
78,20.8,21.07,0,NORMAL,99.64,1531746.5,NORMAL,0.0,99.47
79,21.07,21.33,0,NORMAL,99.65,1558545.75,NORMAL,0.0,99.47
80,21.33,21.6,0,NORMAL,99.62,1592133.0,NORMAL,0.0,99.47
81,21.6,21.87,0,NORMAL,99.61,1603483.625,NORMAL,0.0,99.47
82,21.87,22.13,0,NORMAL,99.54,1564012.5,NORMAL,0.0,99.47
83,22.13,22.4,0,NORMAL,99.5,1553206.375,NORMAL,0.0,99.47
84,22.4,22.67,0,NORMAL,99.43,1538778.625,NORMAL,0.0,99.47
85,22.67,22.93,0,NORMAL,99.42,1536652.875,NORMAL,0.0,99.47
86,22.93,23.2,0,NORMAL,99.49,1541346.125,NORMAL,0.0,99.47
87,23.2,23.47,0,NORMAL,99.53,1562070.5,NORMAL,0.0,99.47
88,23.47,23.73,0,NORMAL,99.53,1558748.75,NORMAL,0.0,99.47
89,23.73,24.0,0,NORMAL,99.51,1538844.875,NORMAL,0.0,99.47
90,24.0,24.27,0,NORMAL,99.53,1545287.25,NORMAL,0.0,99.47
91,24.27,24.53,0,NORMAL,99.59,1581709.5,NORMAL,0.0,99.47
92,24.53,24.8,0,NORMAL,99.53,1545503.5,NORMAL,0.0,99.47
93,24.8,25.07,0,NORMAL,99.39,1494150.625,NORMAL,0.0,99.47
94,25.07,25.33,0,NORMAL,99.34,1491413.625,NORMAL,0.0,99.47
95,25.33,25.6,0,NORMAL,99.48,1516184.875,NORMAL,0.0,99.47
96,25.6,25.87,0,NORMAL,99.56,1548827.75,NORMAL,0.0,99.47
97,25.87,26.13,0,NORMAL,99.6,1550858.875,NORMAL,0.0,99.47
98,26.13,26.4,0,NORMAL,99.57,1529330.125,NORMAL,0.0,99.47
99,26.4,26.67,0,NORMAL,99.53,1514339.0,NORMAL,0.0,99.47
100,26.67,26.93,0,NORMAL,99.53,1510975.625,NORMAL,0.0,99.47
101,26.93,27.2,0,NORMAL,99.48,1489254.75,NORMAL,0.0,99.47
102,27.2,27.47,0,NORMAL,99.49,1494489.125,NORMAL,0.0,99.47
103,27.47,27.73,0,NORMAL,99.49,1497753.625,NORMAL,0.0,99.47
104,27.73,28.0,0,NORMAL,99.43,1472250.375,NORMAL,0.0,99.47
105,28.0,28.27,0,NORMAL,99.42,1452245.0,NORMAL,0.0,99.47
106,28.27,28.53,0,NORMAL,99.48,1469665.125,NORMAL,0.0,99.47
107,28.53,28.8,0,NORMAL,99.49,1479666.375,NORMAL,0.0,99.47
108,28.8,29.07,0,NORMAL,99.47,1466144.5,NORMAL,0.0,99.47
109,29.07,29.33,0,NORMAL,99.48,1464846.875,NORMAL,0.0,99.47
110,29.33,29.6,0,NORMAL,99.53,1490754.75,NORMAL,0.0,99.47
111,29.6,29.87,0,NORMAL,99.5,1477427.5,NORMAL,0.0,99.47
112,29.87,30.13,0,NORMAL,99.5,1472612.125,NORMAL,0.0,99.47
113,30.13,30.4,0,NORMAL,99.47,1466494.375,NORMAL,0.0,99.47
114,30.4,30.67,0,NORMAL,99.43,1453494.375,NORMAL,0.0,99.47
115,30.67,30.93,0,NORMAL,99.45,1468635.0,NORMAL,0.0,99.47
116,30.93,31.2,0,NORMAL,99.47,1474247.125,NORMAL,0.0,99.47
117,31.2,31.47,0,NORMAL,99.5,1481508.5,NORMAL,0.0,99.47
118,31.47,31.73,0,NORMAL,99.51,1479409.875,NORMAL,0.0,99.47
119,31.73,32.0,0,NORMAL,99.49,1468600.75,NORMAL,0.0,99.47
120,32.0,32.27,0,NORMAL,99.44,1465343.625,NORMAL,0.0,99.47
121,32.27,32.53,0,NORMAL,99.47,1477226.625,NORMAL,0.0,99.47
122,32.53,32.8,0,NORMAL,99.52,1488863.125,NORMAL,0.0,99.47
123,32.8,33.07,0,NORMAL,99.57,1495829.0,NORMAL,0.0,99.47
124,33.07,33.33,0,NORMAL,99.63,1538906.5,NORMAL,0.0,99.47
125,33.33,33.6,0,NORMAL,99.65,1582968.375,NORMAL,0.0,99.47
126,33.6,33.87,0,NORMAL,99.61,1570220.0,NORMAL,0.0,99.47
127,33.87,34.13,0,NORMAL,99.61,1562174.125,NORMAL,0.0,99.47
128,34.13,34.4,0,NORMAL,99.61,1558172.5,NORMAL,0.0,99.47
129,34.4,34.67,0,NORMAL,99.59,1547490.875,NORMAL,0.0,99.47
130,34.67,34.93,0,NORMAL,99.58,1529069.25,NORMAL,0.0,99.47
131,34.93,35.2,0,NORMAL,99.59,1529531.375,NORMAL,0.0,99.47
132,35.2,35.47,0,NORMAL,99.62,1569303.25,NORMAL,0.0,99.47
133,35.47,35.73,0,NORMAL,99.65,1626100.5,NORMAL,0.0,99.47
134,35.73,36.0,0,NORMAL,99.63,1605411.125,NORMAL,0.0,99.47
135,36.0,36.27,0,NORMAL,99.57,1563293.125,NORMAL,0.0,99.47
136,36.27,36.53,0,NORMAL,99.59,1550753.25,NORMAL,0.0,99.47
137,36.53,36.8,0,NORMAL,99.56,1543254.875,NORMAL,0.0,99.47
138,36.8,37.07,0,NORMAL,99.5,1498569.625,NORMAL,0.0,99.47
139,37.07,37.33,0,NORMAL,99.56,1576779.625,NORMAL,0.0,99.47
140,37.33,37.6,0,NORMAL,99.63,1612505.625,NORMAL,0.0,99.47
141,37.6,37.87,0,NORMAL,99.62,1574323.875,NORMAL,0.0,99.47
142,37.87,38.13,0,NORMAL,99.64,1587332.5,NORMAL,0.0,99.47
143,38.13,38.4,0,NORMAL,99.54,1558200.5,NORMAL,0.0,99.47
144,38.4,38.67,0,NORMAL,99.45,1548237.25,NORMAL,0.0,99.47
145,38.67,38.93,0,NORMAL,99.47,1559122.125,NORMAL,0.0,99.47
146,38.93,39.2,0,NORMAL,99.57,1553630.0,NORMAL,0.0,99.47
147,39.2,39.47,0,NORMAL,99.57,1522417.375,NORMAL,0.0,99.47
148,39.47,39.73,0,NORMAL,99.6,1553491.75,NORMAL,0.0,99.47
149,39.73,40.0,0,NORMAL,99.58,1564721.375,NORMAL,0.0,99.47
150,40.0,40.27,0,NORMAL,99.55,1541770.875,NORMAL,0.0,99.47
151,40.27,40.53,0,NORMAL,99.55,1540666.5,NORMAL,0.0,99.47
152,40.53,40.8,0,NORMAL,99.55,1536903.75,NORMAL,0.0,99.47
153,40.8,41.07,0,NORMAL,99.57,1539676.625,NORMAL,0.0,99.47
154,41.07,41.33,0,NORMAL,99.6,1548094.375,NORMAL,0.0,99.47
155,41.33,41.6,0,NORMAL,99.66,1566483.875,NORMAL,0.0,99.47
156,41.6,41.87,0,NORMAL,99.63,1539328.25,NORMAL,0.0,99.47
157,41.87,42.13,0,NORMAL,99.61,1528548.375,NORMAL,0.0,99.47
158,42.13,42.4,0,NORMAL,99.6,1544228.75,NORMAL,0.0,99.47
159,42.4,42.67,0,NORMAL,99.6,1549362.25,NORMAL,0.0,99.47
160,42.67,42.93,0,NORMAL,99.6,1541111.375,NORMAL,0.0,99.47
161,42.93,43.2,0,NORMAL,99.6,1530518.375,NORMAL,0.0,99.47
162,43.2,43.47,0,NORMAL,99.6,1535641.25,NORMAL,0.0,99.47
163,43.47,43.73,0,NORMAL,99.61,1524105.25,NORMAL,0.0,99.47
164,43.73,44.0,0,NORMAL,99.61,1530061.5,NORMAL,0.0,99.47
165,44.0,44.27,0,NORMAL,99.66,1550085.375,NORMAL,0.0,99.47
166,44.27,44.53,0,NORMAL,99.65,1537600.25,NORMAL,0.0,99.47
167,44.53,44.8,0,NORMAL,99.63,1519204.25,NORMAL,0.0,99.47
168,44.8,45.07,0,NORMAL,99.6,1473005.125,NORMAL,0.0,99.47
169,45.07,45.33,0,NORMAL,99.57,1472600.75,NORMAL,0.0,99.47
170,45.33,45.6,0,NORMAL,99.56,1526311.5,NORMAL,0.0,99.47
171,45.6,45.87,0,NORMAL,99.62,1581580.25,NORMAL,0.0,99.47
172,45.87,46.13,0,NORMAL,99.61,1576045.875,NORMAL,0.0,99.47
173,46.13,46.4,0,NORMAL,99.59,1540580.75,NORMAL,0.0,99.47
174,46.4,46.67,0,NORMAL,99.63,1581205.25,NORMAL,0.0,99.47
175,46.67,46.93,0,NORMAL,99.63,1568086.25,NORMAL,0.0,99.47
176,46.93,47.2,0,NORMAL,99.6,1516144.5,NORMAL,0.0,99.47
177,47.2,47.47,0,NORMAL,99.54,1472510.75,NORMAL,0.0,99.47
178,47.47,47.73,0,NORMAL,99.54,1486660.25,NORMAL,0.0,99.47
179,47.73,48.0,0,NORMAL,99.63,1543662.625,NORMAL,0.0,99.47
180,48.0,48.27,0,NORMAL,99.67,1598661.375,NORMAL,0.0,99.47
181,48.27,48.53,0,NORMAL,99.66,1601968.75,NORMAL,0.0,99.47
182,48.53,48.8,0,NORMAL,99.69,1621018.875,NORMAL,0.0,99.47
183,48.8,49.07,0,NORMAL,99.64,1551322.5,NORMAL,0.0,99.47
184,49.07,49.33,0,NORMAL,99.62,1531946.375,NORMAL,0.0,99.47
185,49.33,49.6,0,NORMAL,99.64,1549506.75,NORMAL,0.0,99.47
186,49.6,49.87,0,NORMAL,99.7,1623890.375,NORMAL,0.0,99.47
187,49.87,50.13,0,NORMAL,99.68,1627691.75,NORMAL,0.0,99.47
188,50.13,50.4,0,NORMAL,99.63,1599417.5,NORMAL,0.0,99.47
189,50.4,50.67,0,NORMAL,99.59,1585293.125,NORMAL,0.0,99.47
190,50.67,50.93,0,NORMAL,99.62,1610534.875,NORMAL,0.0,99.47
191,50.93,51.2,0,NORMAL,99.65,1653793.625,NORMAL,0.0,99.47
192,51.2,51.47,0,NORMAL,99.69,1671013.0,NORMAL,0.0,99.47
193,51.47,51.73,0,NORMAL,99.73,1660491.25,NORMAL,0.0,99.47
194,51.73,52.0,0,NORMAL,99.71,1646259.875,NORMAL,0.0,99.47
195,52.0,52.27,0,NORMAL,99.72,1641654.625,NORMAL,0.0,99.47
196,52.27,52.53,0,NORMAL,99.72,1641253.0,NORMAL,0.0,99.47
197,52.53,52.8,0,NORMAL,99.72,1656318.0,NORMAL,0.0,99.47
198,52.8,53.07,0,NORMAL,99.73,1655205.5,NORMAL,0.0,99.47
199,53.07,53.33,0,NORMAL,99.72,1638780.625,NORMAL,0.0,99.47
200,53.33,53.6,0,NORMAL,99.69,1625995.5,NORMAL,0.0,99.47
201,53.6,53.87,0,NORMAL,99.7,1627324.125,NORMAL,0.0,99.47
202,53.87,54.13,0,NORMAL,99.71,1647703.375,NORMAL,0.0,99.47
203,54.13,54.4,0,NORMAL,99.7,1653555.875,NORMAL,0.0,99.47
204,54.4,54.67,0,NORMAL,99.73,1682618.625,NORMAL,0.0,99.47
205,54.67,54.93,0,NORMAL,99.73,1678852.625,NORMAL,0.0,99.47
206,54.93,55.2,0,NORMAL,99.71,1642953.5,NORMAL,0.0,99.47
