TCD,MeanDelta,VarDelta,MeanEmb_0,MeanEmb_1,MeanEmb_2,StdEmb_0,StdEmb_1,StdEmb_2,Label
,3.6397159099578857,247.46774291992188,0.5128499193810884,0.30249695234459817,0.13798246488600827,0.3611705129332811,0.2936256078160116,0.16827280504411518,0.0
,11.782015800476074,3726.682373046875,0.5238179843318829,0.30886389066761394,0.17279351823245856,0.35515322194753235,0.3163211797425475,0.26003234309003753,0.0
,21.29054832458496,10115.9052734375,0.6481065956668608,0.5469682832061704,0.25148557459275983,0.31100441805416384,0.33359742256098945,0.345145973354225,0.0
,11.40798282623291,38105.75,0.5710381316846271,0.5535287811242251,0.22439097990835516,0.34011126166518585,0.32445900731087274,0.21442540557122164,0.0
,1.8392366170883179,52.22356033325195,0.6903342558563984,0.6847875255827698,0.2514713625100202,0.2997701246438241,0.3028897826217597,0.20086720977837208,0.0
,0.988861620426178,21.107053756713867,0.6710366142218638,0.6704449637323103,0.4864782198117386,0.30350910826841687,0.303282527113248,0.329693533871818,0.0
,0.33557096123695374,1.486087441444397,0.6027176518304586,0.6021702841029989,0.29526908398507534,0.35743333611300326,0.35710154150911044,0.31559049224764396,0.0
,0.7048723697662354,3.9905543327331543,0.6530290364429437,0.6525115425357311,0.47359711906208757,0.3400981542589859,0.33989192026654264,0.33517806008202106,0.0
,0.40646687150001526,0.9714259505271912,0.580485481836747,0.5802516726302049,0.19951880479198325,0.36432366275071043,0.36411466965353306,0.26275185036386267,0.0
,0.6591129899024963,2.5995960235595703,0.5740281259750463,0.5739868506290272,0.15276476096821057,0.4032026598528523,0.40316434728883105,0.29708800567495347,0.0
,6.578049659729004,658.8343505859375,0.5534318165528548,0.44667632017023706,0.22541112736191327,0.32460866850228226,0.3607359558387744,0.23786939466691842,0.0
,1.9312160015106201,79.35883331298828,0.5250328671463576,0.30013570217573826,0.1421051284941522,0.3550938263459833,0.2806781450970237,0.18090527705991116,0.0
,22.763254165649414,54903.578125,0.4538425036513661,0.3945389674032658,0.17413530161447283,0.3503290336798521,0.3362618816729521,0.2545412767819823,0.0
,3.1283457279205322,249.6148223876953,0.5957047652170964,0.34982900582661564,0.19071355405157125,0.33191811667848864,0.3122653849852988,0.26495647376296977,0.0
,3.12774658203125,192.2152862548828,0.541538608217011,0.30062549450278464,0.16017948552964362,0.34549740508619875,0.3090818110662972,0.2162244023512615,0.0
,5.421484470367432,600.1487426757812,0.542631343482505,0.31445443566442755,0.1742627358178244,0.34603535522935513,0.3099903587415167,0.21602530029219014,0.0
,3.557462453842163,242.56875610351562,0.5419302850268268,0.2998992691910051,0.16574551415476407,0.34793050347262916,0.2822014688973655,0.20664836649000637,0.0
,4.048564434051514,434.74951171875,0.5431068532083883,0.35020102125911723,0.20296498033724703,0.3482600907549189,0.2717506894467963,0.23437737745616655,0.0
,10.681872367858887,4449.13330078125,0.540899157313262,0.33366883647161816,0.19476433495820925,0.3479512583407993,0.2637401233857196,0.22161587893282883,0.0
,10.68556022644043,1912.0245361328125,0.5418399056758433,0.32619846844063455,0.19707846121958403,0.34583837956600816,0.2862673642136754,0.246433787282154,0.0
,12.410749435424805,5605.2392578125,0.5419994831230827,0.32731767813224943,0.17396380613487333,0.34670682587760543,0.3262041832173806,0.21249771429468253,0.0
,2.538130283355713,84.1392822265625,0.541198416548112,0.41880616400780224,0.21990277559402732,0.3463757205211957,0.32803716227696017,0.22886859035641946,0.0
,1.9830989837646484,100.0445327758789,0.5304292905284138,0.28063460152449726,0.13310981717047346,0.3547501554876561,0.26341601080365024,0.1679733066485639,0.0
,0.8483037948608398,13.036274909973145,0.5414540655520688,0.43790198594707913,0.23073098315269464,0.3465887039635628,0.3285207620133697,0.23451043022905296,0.0
,0.5710383653640747,4.603487491607666,0.5418722399495851,0.4375584782204948,0.22797830648034767,0.34688391450341627,0.3299792204223141,0.2324134931644253,0.0
,0.27145761251449585,0.8601967096328735,0.5426094421873229,0.4441279725022682,0.23349736333092552,0.3469172989890513,0.33027665119284916,0.2349331849060465,0.0
,0.9030910730361938,31.230804443359375,0.5423087613981961,0.4452849144118286,0.2317128230219934,0.34723247887610575,0.33065787134309127,0.23367463149894704,0.0
,1.0373649597167969,11.489242553710938,0.542744222836909,0.4510050042252815,0.23341753788740102,0.34904157318247997,0.33024119302774174,0.22800965024267583,0.0
,0.3876209259033203,2.016564130783081,0.542359636379137,0.4483626707769431,0.22555174762964503,0.3478489248932629,0.3310753751967054,0.2252609795740798,0.0
,1.0121368169784546,14.083447456359863,0.5414622582735701,0.44455878650337427,0.22623468059856314,0.3464628375893549,0.32935544709254855,0.22685058404358743,0.0
,0.6245313286781311,6.836717128753662,0.5409886666787423,0.44213527136586933,0.2296625141130124,0.3454086293498894,0.3268114013426981,0.23011456497512503,0.0
,0.3953160345554352,2.8138227462768555,0.5412358179750804,0.44272211051582133,0.22975347134746,0.34668724085699537,0.3290758140109755,0.23166273845437588,0.0
,0.3849310874938965,2.461113929748535,0.5425278418253654,0.4460550450686202,0.2318030307709919,0.34750674865700815,0.3315616845870665,0.23293168611998077,0.0
,1.7170236110687256,103.00051879882812,0.518824729646173,0.28906429048573995,0.13598532289531015,0.3567668162106296,0.2596578445079288,0.17271636327272796,0.0
,0.35022687911987305,0.9858744144439697,0.5440868795212577,0.2813861252892888,0.15473558708941282,0.3493333020499648,0.29512710038773393,0.2099189726240694,0.0
,0.5979357957839966,3.948200225830078,0.5440162104522902,0.2895995279492674,0.16451390846484915,0.34896887470148086,0.28994679235424553,0.21432093522364956,0.0
,0.5240581035614014,2.953282117843628,0.5444498758165571,0.29157969096195746,0.1682973693982972,0.3503459032073678,0.2878823586538674,0.2101979170027803,0.0
,0.5626309514045715,4.430140972137451,0.5444942815973546,0.2786278296747351,0.15930676984212105,0.35022208662598475,0.28211991499930333,0.2067680177690214,0.0
,0.20117639005184174,0.5407496094703674,0.5443101833196928,0.28658276948381994,0.16066382404113078,0.3495380441044141,0.2826435154766077,0.2070326140461302,0.0
,0.6689717769622803,10.914249420166016,0.5440982872717779,0.29119720383177283,0.16199954246264917,0.3484799941019705,0.2870764738854576,0.2086225310847149,0.0
,0.3865184187889099,1.802513599395752,0.5436834086188616,0.283753461026726,0.15914496549655005,0.34738813395459733,0.29089468372592603,0.20921032971419817,0.0
